Episode,Score,MaxTile,Moves,Duration_Sec,N_Empty,N_Max,N_Snake,N_Merge,N_Corner,N_Neigh,P_Empty,P_Max,P_Snake,P_Merge,P_Corner,P_Neigh
6257,6136,512,433,1.354,55.2822,75.61044,54.90286,14.63937,64.26138,33.40549,22.05785,94.6591,82.55757,23.05393,62.10242,54.93785
6258,5764,512,409,1.3126,55.28512,75.61381,54.9052,14.64082,64.27103,33.40649,22.05977,94.66599,82.56371,23.05561,62.10763,54.94105
6259,7372,512,510,1.632,55.28819,75.61811,54.90771,14.64212,64.27748,33.40738,22.06244,94.67603,82.57327,23.05804,62.12441,54.9448
6260,12192,1024,723,2.3984,55.29528,75.63107,54.91899,14.64347,64.29927,33.41238,22.06404,94.68183,82.57772,23.05967,62.13352,54.94686
6261,8720,512,556,1.7446,55.30027,75.63881,54.92407,14.6456,64.29713,33.41686,22.06629,94.69189,82.58717,23.06177,62.14795,54.95171
6262,18200,1024,1049,3.3335,55.30953,75.65446,54.93654,14.64541,64.32312,33.42282,22.06966,94.70735,82.60252,23.06374,62.17295,54.95903
6263,8976,512,568,1.816,55.3143,75.66079,54.94147,14.64613,64.3367,33.42547,22.07121,94.71441,82.60927,23.06519,62.18542,54.96199
6264,12700,1024,781,2.4347,55.31802,75.66537,54.94476,14.64576,64.34546,33.42679,22.07553,94.73172,82.62436,23.06831,62.21399,54.96842
6265,7364,512,519,1.6281,55.32421,75.6726,54.95012,14.64706,64.34351,33.4318,22.07831,94.74232,82.6342,23.0711,62.2307,54.97268
6266,26380,2048,1339,4.3858,55.33501,75.694,54.96641,14.64599,64.37527,33.43992,22.08434,94.76597,82.6564,23.07614,62.26492,54.98345
6267,11672,512,754,2.3844,55.34301,75.70526,54.97513,14.64755,64.38094,33.44542,22.08825,94.78258,82.67255,23.08019,62.28931,54.9898
6268,7464,512,525,1.699,55.34693,75.71063,54.97943,14.64775,64.38998,33.44743,22.09058,94.79172,82.68052,23.08183,62.30575,54.99275
6269,10224,512,678,2.1217,55.35049,75.7144,54.98154,14.64807,64.39589,33.44871,22.09338,94.80438,82.6928,23.08483,62.32843,54.99845
6270,9396,512,607,1.8591,55.35183,75.71539,54.982,14.64854,64.39757,33.44911,22.09745,94.82224,82.7108,23.08801,62.36014,55.00572
6271,5340,512,372,1.2322,55.35629,75.72106,54.98635,14.64891,64.40806,33.45145,22.0974,94.8229,82.71135,23.08807,62.36142,55.00578
6272,16316,1024,969,2.9388,55.35924,75.72441,54.98871,14.64934,64.41675,33.45183,22.10285,94.85216,82.73816,23.0947,62.38627,55.02518
6273,22500,2048,1130,3.6678,55.36739,75.73597,54.99614,14.65144,64.43893,33.4555,22.10949,94.8765,82.76261,23.10098,62.42641,55.03592
6274,7200,512,500,1.5984,55.37121,75.73964,54.99827,14.65217,64.43982,33.45698,22.11273,94.88857,82.7729,23.10472,62.43904,55.04117
6275,5072,256,384,1.1858,55.37497,75.7435,55.00154,14.65297,64.44553,33.45841,22.11377,94.89299,82.77736,23.1042,62.44599,55.04281
6276,6560,512,439,1.4058,55.37883,75.74811,55.00499,14.65123,64.45094,33.46045,22.11451,94.89573,82.77977,23.10511,62.4513,55.04398
6277,12396,1024,743,2.2261,55.37817,75.74523,55.00245,14.65108,64.45391,33.45682,22.12176,94.92593,82.80668,23.11047,62.47955,55.06052
6278,7360,512,518,1.6492,55.38341,75.75222,55.00733,14.65202,64.46403,33.45958,22.12399,94.93553,82.81557,23.11364,62.49584,55.06425
6279,14892,1024,886,2.8593,55.38862,75.76024,55.0128,14.65361,64.47858,33.46314,22.12925,94.9544,82.83352,23.11849,62.52432,55.0718
6280,7308,512,499,1.55,55.39074,75.76307,55.01514,14.65259,64.48305,33.46429,22.131,94.96308,82.84082,23.12034,62.53318,55.07491
6281,7812,512,540,1.7159,55.39614,75.7705,55.02147,14.65447,64.49394,33.46778,22.13338,94.97319,82.85046,23.12251,62.55088,55.07945
6282,35288,2048,1819,5.6325,55.40247,75.78191,55.02936,14.65235,64.51147,33.47186,22.14683,95.03476,82.91063,23.13255,62.64409,55.10969
6283,16940,1024,1018,3.2456,55.40863,75.79164,55.03623,14.65253,64.51387,33.47808,22.1535,95.06143,82.9348,23.14061,62.6776,55.12162
6284,8804,512,597,1.9144,55.40995,75.79434,55.03743,14.65331,64.50581,33.47924,22.15651,95.07325,82.94562,23.14347,62.69191,55.12797
6285,7140,512,491,1.545,55.40849,75.7914,55.03467,14.65283,64.50026,33.47849,22.16044,95.08619,82.95757,23.14695,62.71641,55.13183
6286,7008,512,473,1.5122,55.4129,75.79671,55.03807,14.65281,64.50775,33.47949,22.16226,95.09332,82.96444,23.14884,62.72787,55.13511
6287,12388,1024,735,2.3149,55.41786,75.80434,55.04335,14.65301,64.52063,33.48181,22.16673,95.1111,82.97984,23.15222,62.74068,55.14675
6288,3284,256,280,0.8991,55.42077,75.80792,55.04628,14.65382,64.52678,33.48347,22.16798,95.11543,82.98369,23.15347,62.74062,55.15082
6289,2428,256,210,0.6674,55.42232,75.81006,55.04815,14.65351,64.52991,33.48458,22.16798,95.116,82.98415,23.15326,62.74176,55.15098
6290,12376,1024,733,2.3313,55.42861,75.81967,55.05514,14.65434,64.54279,33.48798,22.17047,95.1272,82.99365,23.15516,62.7597,55.15476
6291,15580,1024,915,2.9441,55.43901,75.8369,55.0693,14.65685,64.56458,33.49447,22.17418,95.14213,83.00736,23.15921,62.77079,55.16461
6292,16748,1024,1013,3.1795,55.4443,75.84647,55.07623,14.65773,64.58156,33.49714,22.17944,95.16593,83.02916,23.16366,62.80889,55.17418
6293,7280,512,503,1.5982,55.44869,75.85285,55.08086,14.65872,64.58475,33.49995,22.18262,95.17688,83.0391,23.1673,62.8282,55.17722
6294,7536,512,530,1.6731,55.45053,75.85613,55.08336,14.65801,64.5929,33.49983,22.18495,95.18741,83.04873,23.17012,62.83859,55.18341
6295,16252,1024,965,3.026,55.45768,75.86469,55.08918,14.65714,64.60668,33.50291,22.18888,95.20809,83.06737,23.17495,62.87155,55.19148
6296,2236,128,208,0.6672,55.45978,75.86634,55.0907,14.65712,64.61111,33.50311,22.18956,95.21036,83.06961,23.17536,62.87601,55.1921
6297,6572,512,453,1.4217,55.46353,75.87053,55.09382,14.65781,64.62028,33.50379,22.19192,95.2213,83.0798,23.17763,62.88084,55.19975
6298,14160,1024,805,2.4618,55.46692,75.87606,55.09759,14.65955,64.62795,33.50624,22.19681,95.24591,83.10267,23.18318,62.91737,55.20895
6299,7444,512,524,1.6675,55.47228,75.8815,55.10122,14.66145,64.63667,33.50792,22.1994,95.25759,83.11288,23.18566,62.9297,55.215
6300,12252,1024,738,2.3891,55.47849,75.89126,55.10906,14.66056,64.65491,33.51182,22.20176,95.26588,83.12028,23.18705,62.94248,55.2183
6301,9160,512,580,1.9107,55.48352,75.89916,55.1161,14.65956,64.66952,33.51523,22.20341,95.27193,83.1256,23.18847,62.95297,55.21991
6302,10552,1024,624,1.9843,55.48922,75.90764,55.12321,14.66044,64.67932,33.51965,22.20634,95.28319,83.13688,23.19067,62.97219,55.22495
6303,10568,512,671,2.074,55.49097,75.911,55.1255,14.6609,64.68098,33.52136,22.21072,95.30203,83.15487,23.19453,62.9923,55.23554
6304,7272,512,506,1.5642,55.49182,75.9098,55.12332,14.66107,64.67639,33.52103,22.21476,95.31644,83.16893,23.19731,63.01439,55.24216
6305,21520,2048,1078,3.4986,55.49978,75.92368,55.13443,14.66114,64.69942,33.52746,22.21936,95.33313,83.18582,23.20084,63.04178,55.24996
6306,27932,2048,1474,4.6309,55.50172,75.92926,55.13742,14.66153,64.7049,33.52804,22.23158,95.38512,83.23351,23.21226,63.11405,55.27657
6307,7184,512,494,1.5397,55.50387,75.93127,55.13868,14.66181,64.71013,33.52896,22.23383,95.39731,83.24449,23.21496,63.13122,55.28183
6308,12060,1024,714,2.3346,55.50947,75.94252,55.14701,14.66409,64.7204,33.53325,22.2364,95.40564,83.25173,23.21751,63.14363,55.28502
6309,5336,512,370,1.1849,55.51147,75.94602,55.14966,14.6646,64.72516,33.53416,22.23916,95.41443,83.25962,23.21967,63.15267,55.29059
6310,4396,256,343,1.1045,55.51077,75.94571,55.14946,14.66478,64.72329,33.53367,22.2406,95.41924,83.26419,23.22129,63.1618,55.29256
6311,7204,512,501,1.5875,55.51093,75.9449,55.14796,14.66441,64.71788,33.53298,22.24435,95.43322,83.27763,23.22535,63.18243,55.29922
6312,14604,1024,856,2.6495,55.51443,75.94921,55.15053,14.66593,64.72569,33.5343,22.25132,95.46522,83.30505,23.23156,63.22117,55.3126
6313,16040,1024,938,2.9734,55.51621,75.9525,55.15273,14.66701,64.73832,33.53585,22.25667,95.48871,83.32608,23.23839,63.24258,55.32533
6314,7136,512,494,1.6032,55.52584,75.96723,55.1638,14.67032,64.73748,33.54572,22.25796,95.49433,83.33131,23.24002,63.24455,55.32993
6315,14156,1024,823,2.6664,55.53511,75.98381,55.17673,14.67236,64.76624,33.55204,22.25982,95.50299,83.33977,23.2418,63.25855,55.33365
6316,16376,1024,972,2.7536,55.53299,75.97808,55.17004,14.67325,64.75882,33.54797,22.26754,95.54638,83.38127,23.25067,63.3031,55.35742
6317,5680,512,402,1.2833,55.53436,75.98278,55.17366,14.67389,64.765,33.54949,22.26841,95.55031,83.38492,23.2514,63.30875,55.35851
6318,27128,2048,1402,4.4071,55.54016,75.99407,55.18102,14.67504,64.78646,33.55298,22.27742,95.59207,83.42369,23.26089,63.36744,55.37735
6319,6976,512,479,1.4573,55.54333,75.99901,55.18432,14.67652,64.78264,33.55652,22.27991,95.6021,83.43318,23.26227,63.37477,55.38401
6320,7288,512,505,1.5885,55.54951,76.00681,55.19032,14.67827,64.78395,33.56052,22.28252,95.61398,83.44387,23.26369,63.38835,55.39078
6321,3888,256,316,0.9995,55.55299,76.01036,55.19303,14.67798,64.79131,33.56191,22.2835,95.61898,83.44875,23.26404,63.39784,55.39326
6322,7856,512,554,1.6651,55.55441,76.01351,55.19523,14.67793,64.79532,33.56296,22.28558,95.6313,83.46048,23.26638,63.41974,55.39759
6323,14740,1024,869,2.7644,55.56141,76.02454,55.20331,14.67818,64.80615,33.56806,22.29018,95.64959,83.47778,23.27086,63.44077,55.40706
6324,4620,256,366,1.1331,55.56059,76.02411,55.20288,14.67858,64.80401,33.56781,22.29285,95.65739,83.48543,23.27244,63.45685,55.40984
6325,16068,1024,944,3.0391,55.56906,76.03774,55.21365,14.67935,64.82933,33.57322,22.29704,95.67309,83.50114,23.27525,63.48321,55.41744
6326,5448,512,378,1.2491,55.57427,76.04528,55.22006,14.68051,64.84571,33.57594,22.29792,95.67657,83.50393,23.27602,63.48901,55.41811
6327,9464,512,617,1.9995,55.57674,76.05002,55.22375,14.6822,64.853,33.57737,22.30086,95.68789,83.51504,23.27856,63.50914,55.42333
6328,7212,512,498,1.5901,55.58168,76.05691,55.22907,14.68302,64.85654,33.58086,22.3028,95.69451,83.5206,23.28043,63.51614,55.42628
6329,14856,1024,881,2.85,55.58428,76.0616,55.2323,14.68383,64.86703,33.58241,22.30829,95.71615,83.54091,23.2849,63.55242,55.43595
6330,12284,1024,732,2.4347,55.59724,76.08196,55.24779,14.68566,64.89856,33.59059,22.3105,95.72353,83.54761,23.28667,63.56459,55.43853
6331,7124,512,491,1.5153,55.5984,76.08546,55.25033,14.68644,64.90244,33.59153,22.31196,95.73347,83.55673,23.2893,63.58214,55.44177
6332,13440,1024,811,2.5738,55.60171,76.09072,55.25337,14.68507,64.91166,33.59276,22.31514,95.74648,83.56921,23.2923,63.60411,55.44773
6333,10560,1024,625,2.0068,55.60507,76.09544,55.25803,14.68534,64.92137,33.59562,22.31809,95.7561,83.5775,23.29487,63.62205,55.45079
6334,7676,512,552,1.7277,55.61056,76.10143,55.26278,14.68617,64.92638,33.59916,22.321,95.76776,83.58923,23.29771,63.63776,55.45669
6335,8348,512,592,1.9489,55.61839,76.11193,55.27023,14.6868,64.94045,33.60275,22.32345,95.77563,83.59773,23.29957,63.65175,55.46084
6336,5256,256,416,1.2997,55.61726,76.11172,55.26944,14.68648,64.93766,33.60263,22.32553,95.78469,83.60706,23.30248,63.67013,55.46384
6337,14524,1024,858,2.7115,55.61998,76.1153,55.27241,14.68596,64.94735,33.60292,22.33016,95.8065,83.6255,23.30876,63.69132,55.47499
6338,3200,256,269,0.8765,55.62353,76.12099,55.27697,14.68632,64.95921,33.60466,22.33043,95.80792,83.62678,23.30911,63.69365,55.47545
6339,7172,512,497,1.6364,55.62623,76.12287,55.27799,14.68599,64.96466,33.60479,22.33416,95.82029,83.63897,23.31266,63.71702,55.4811
6340,22820,2048,1157,3.6651,55.63154,76.13059,55.28174,14.68764,64.96223,33.6091,22.34248,95.85487,83.67313,23.3205,63.76427,55.49856
6341,4968,256,385,1.2366,55.63533,76.13592,55.28626,14.68736,64.96862,33.61094,22.34303,95.85701,83.67527,23.32043,63.76856,55.49921
6342,7152,512,488,1.5015,55.63488,76.1362,55.28663,14.68792,64.96787,33.61033,22.34618,95.87091,83.68768,23.32468,63.77291,55.50962
6343,9308,512,597,1.8978,55.63688,76.13909,55.28912,14.68791,64.97319,33.61141,22.34983,95.88512,83.70057,23.32839,63.79621,55.51322
6344,5260,256,408,1.262,55.63944,76.14147,55.29096,14.68756,64.97961,33.61223,22.35137,95.89319,83.70836,23.33029,63.81234,55.51531
6345,3200,256,267,0.8538,55.64145,76.14297,55.29196,14.68711,64.97816,33.61312,22.35236,95.89692,83.71161,23.33163,63.81982,55.51635
6346,7116,512,491,1.5861,55.64819,76.15207,55.29905,14.68811,64.9877,33.61734,22.35419,95.90363,83.71768,23.33321,63.82752,55.5202
6347,12228,1024,729,2.3551,55.65282,76.16228,55.30696,14.68945,65.00551,33.62029,22.35767,95.91549,83.72875,23.33566,63.8429,55.52617
6348,16196,1024,959,2.9731,55.65399,76.16285,55.30609,14.68966,65.00391,33.6193,22.36451,95.94545,83.75645,23.34232,63.89289,55.53969
6349,15844,1024,937,2.8784,55.65558,76.16411,55.30676,14.68892,65.00683,33.62043,22.37093,95.97445,83.78312,23.34792,63.94098,55.55203
6350,22880,2048,1152,3.7004,55.66867,76.18783,55.32469,14.69136,65.04338,33.62963,22.37526,95.99265,83.80073,23.35194,63.96853,55.56026
6351,12420,1024,749,2.3894,55.67587,76.19998,55.33441,14.69244,65.06501,33.63438,22.37802,96.00483,83.81233,23.35419,63.98884,55.56499
6352,15752,1024,925,2.9071,55.6778,76.20254,55.33648,14.69328,65.06785,33.63573,22.38402,96.03001,83.83578,23.35917,64.03013,55.57435
6353,2860,256,245,0.7812,55.67985,76.20385,55.33737,14.69292,65.07248,33.63564,22.38475,96.03281,83.83841,23.35942,64.02996,55.57711
6354,15364,1024,889,2.8086,55.68327,76.20856,55.34145,14.69386,65.08123,33.63724,22.39258,96.06402,83.86706,23.36682,64.0795,55.58998
6355,7168,512,487,1.6149,55.6903,76.21893,55.3503,14.694,65.10174,33.64179,22.3936,96.06795,83.87087,23.36785,64.08632,55.59192
6356,26560,2048,1366,4.3231,55.69612,76.22816,55.35739,14.69366,65.11095,33.64625,22.40287,96.11006,83.90877,23.37663,64.1455,55.60999
6357,5740,512,410,1.3277,55.69955,76.23247,55.36023,14.69365,65.11409,33.64793,22.40494,96.11647,83.91438,23.37789,64.14877,55.6146
6358,16104,1024,937,2.8906,55.70198,76.23484,55.36109,14.69335,65.11401,33.6499,22.4115,96.14247,83.93838,23.38229,64.19011,55.62413
6359,13376,1024,825,2.5881,55.70511,76.23817,55.3614,14.69513,65.10708,33.65131,22.41866,96.17065,83.96462,23.38878,64.23566,55.63479
6360,7196,512,499,1.5843,55.70805,76.24187,55.36372,14.69547,65.11337,33.65104,22.42088,96.17943,83.97322,23.39025,64.24608,55.64082
6361,25576,2048,1291,4.1841,55.71776,76.26107,55.37833,14.69759,65.13917,33.65983,22.42732,96.20578,83.99836,23.39647,64.2824,55.65378
6362,5776,512,411,1.3435,55.72261,76.2654,55.3817,14.69735,65.14985,33.6615,22.42816,96.21002,84.00217,23.39704,64.28998,55.65542
6363,15480,1024,905,2.8582,55.72886,76.27564,55.39033,14.6977,65.17295,33.66496,22.43133,96.22834,84.01796,23.40161,64.2974,55.66881
6364,8648,512,585,1.8873,55.73502,76.28407,55.39562,14.69991,65.17421,33.66837,22.43398,96.23788,84.02715,23.40382,64.2974,55.67728
6365,15892,1024,928,2.9865,55.74063,76.29378,55.40303,14.69977,65.1912,33.67181,22.4396,96.26062,84.04857,23.40859,64.33459,55.68789
6366,12700,1024,774,2.5195,55.74744,76.30293,55.40992,14.70163,65.20872,33.6754,22.443,96.27498,84.06149,23.4117,64.35739,55.69298
6367,4980,256,380,1.17,55.74429,76.29854,55.40533,14.70104,65.19667,33.67353,22.44618,96.28398,84.07017,23.41433,64.37212,55.69707
6368,16592,1024,982,2.9794,55.74674,76.3032,55.40892,14.701,65.19894,33.67609,22.45155,96.3126,84.09612,23.41996,64.41355,55.71074
6369,6188,512,415,1.3206,55.74938,76.30586,55.41123,14.70034,65.20417,33.67753,22.45333,96.3194,84.10272,23.42132,64.42645,55.71401
6370,16920,1024,1012,3.2324,55.75126,76.30756,55.41159,14.6976,65.20806,33.67832,22.45987,96.34686,84.13015,23.42818,64.47099,55.72687
6371,24912,2048,1292,4.1209,55.75512,76.31607,55.41765,14.69824,65.22085,33.68049,22.46805,96.37923,84.16046,23.4346,64.52392,55.74057
6372,7072,512,480,1.4816,55.76083,76.32521,55.42466,14.699,65.22612,33.68523,22.47018,96.38977,84.17054,23.43778,64.53308,55.74732
6373,7332,512,515,1.5807,55.76399,76.32897,55.42713,14.6989,65.22927,33.68614,22.47248,96.40109,84.18122,23.43839,64.55316,55.75079
6374,3412,256,289,0.9638,55.76663,76.3308,55.42801,14.69817,65.23308,33.68666,22.47364,96.40477,84.18474,23.43949,64.56051,55.75233
6375,13336,1024,820,2.5596,55.76796,76.32885,55.42606,14.69867,65.23254,33.68636,22.48009,96.43078,84.20853,23.4452,64.60502,55.76278
6376,7108,512,492,1.5669,55.77268,76.33161,55.42712,14.69899,65.2313,33.68796,22.48421,96.44462,84.22086,23.4489,64.6248,55.76786
6377,14364,1024,841,2.6489,55.77508,76.3385,55.43325,14.69917,65.24556,33.68981,22.48863,96.46542,84.23991,23.45325,64.65223,55.77711
6378,25928,2048,1352,4.298,55.77916,76.34564,55.43818,14.70259,65.25764,33.69463,22.49807,96.5066,84.2771,23.46159,64.7129,55.79112
6379,24572,2048,1273,4.0799,55.78412,76.35267,55.44337,14.70199,65.27173,33.69654,22.50611,96.54322,84.31061,23.47013,64.77014,55.80596
6380,3084,256,256,0.8386,55.78537,76.35513,55.44579,14.70219,65.27711,33.69752,22.50691,96.54547,84.3129,23.47107,64.77506,55.80657
6381,6220,512,416,1.3151,55.78937,76.35961,55.44933,14.70149,65.28566,33.69934,22.50728,96.54901,84.31575,23.47149,64.77606,55.80861
6382,6544,512,448,1.4807,55.79442,76.36853,55.45676,14.70299,65.30235,33.70304,22.50809,96.55143,84.31773,23.471,64.77988,55.80924
6383,2304,128,220,0.6949,55.79419,76.36741,55.45549,14.70239,65.29941,33.70328,22.50932,96.55507,84.32125,23.4722,64.78818,55.81029
6384,11608,1024,690,2.1512,55.79386,76.36692,55.45461,14.70371,65.29653,33.70371,22.51508,96.57703,84.34195,23.47696,64.82189,55.81951
6385,3256,256,270,0.8226,55.79399,76.36672,55.454,14.70309,65.29596,33.70323,22.51685,96.58281,84.34742,23.47804,64.82975,55.82303
6386,16036,1024,937,2.8613,55.79319,76.36642,55.45311,14.70482,65.28666,33.70359,22.52716,96.62163,84.38368,23.48737,64.87864,55.84257
6387,7260,512,502,1.6247,55.79834,76.37234,55.4576,14.70522,65.29858,33.70579,22.52944,96.62974,84.39121,23.48951,64.89249,55.84511
6388,10924,512,699,2.1597,55.79751,76.37043,55.45559,14.70443,65.29543,33.70419,22.53334,96.64874,84.4091,23.49438,64.92603,55.8527
6389,26852,2048,1377,4.3098,55.80534,76.38258,55.46509,14.70598,65.31373,33.7104,22.54099,96.68733,84.44524,23.50187,64.98342,55.86918
6390,5172,256,408,1.2729,55.80992,76.38862,55.47013,14.70702,65.31672,33.7137,22.54242,96.69476,84.45278,23.50297,64.99828,55.87248
6391,8784,512,591,1.8448,55.81163,76.39009,55.47122,14.70633,65.31673,33.71512,22.54527,96.70592,84.46346,23.50438,65.01823,55.87722
6392,13952,1024,842,2.6894,55.81794,76.40153,55.47962,14.70961,65.33661,33.71967,22.54945,96.72021,84.47762,23.50648,65.04343,55.88359
6393,15500,1024,925,2.9913,55.82579,76.41674,55.49177,14.71017,65.36195,33.72457,22.5536,96.73706,84.49455,23.51077,65.07104,55.89094
6394,10152,512,662,2.1215,55.82975,76.42188,55.49562,14.71033,65.36626,33.72709,22.55786,96.75391,84.51092,23.51467,65.10054,55.89877
6395,12852,1024,773,2.4656,55.83533,76.42925,55.50101,14.71007,65.37291,33.73076,22.56161,96.77028,84.52571,23.51762,65.12575,55.9052
6396,24084,2048,1254,4.0107,55.8405,76.44003,55.50845,14.70946,65.38903,33.73515,22.56938,96.79978,84.55478,23.52333,65.17243,55.91808
6397,14056,1024,822,2.6141,55.84589,76.44706,55.51392,14.71083,65.4064,33.73711,22.57282,96.81612,84.56882,23.52721,65.19116,55.9256
6398,7032,512,481,1.5081,55.84649,76.44599,55.51218,14.71148,65.40618,33.73387,22.57725,96.83173,84.58266,23.53124,65.19097,55.9395
6399,15760,1024,912,2.8996,55.85082,76.45383,55.51875,14.71218,65.41991,33.73746,22.5811,96.85014,84.59929,23.5357,65.2203,55.94807
6400,7896,512,553,1.7401,55.85466,76.45938,55.52244,14.71247,65.4295,33.73894,22.5837,96.86117,84.60975,23.53852,65.23992,55.95278
6401,16128,1024,955,3.0373,55.85763,76.46224,55.52459,14.713,65.4383,33.73947,22.59074,96.8905,84.63662,23.54499,65.2814,55.96706
6402,7524,512,524,1.6266,55.8618,76.46873,55.52952,14.71309,65.44776,33.74137,22.59203,96.89813,84.64455,23.54591,65.29574,55.97054
6403,27448,2048,1448,4.5594,55.86989,76.48299,55.54048,14.71295,65.46419,33.74754,22.60013,96.93829,84.67944,23.55441,65.34473,55.99004
6404,12444,1024,754,2.3865,55.87609,76.49172,55.54804,14.71251,65.48139,33.75109,22.60318,96.95285,84.69216,23.55794,65.36751,55.99454
6405,16376,1024,962,3.1448,55.88502,76.50643,55.56002,14.71341,65.50887,33.75665,22.60815,96.97302,84.71114,23.56435,65.40024,56.00251
6406,15476,1024,904,2.7983,55.88713,76.51013,55.56387,14.71516,65.51943,33.75633,22.61387,96.99942,84.73396,23.56825,65.4182,56.01899
6407,7360,512,518,1.6151,55.89441,76.51774,55.56956,14.71535,65.53152,33.75896,22.61521,97.00596,84.74033,23.56826,65.42994,56.02179
6408,7248,512,511,1.6317,55.90152,76.52736,55.57646,14.71669,65.54875,33.76257,22.61579,97.00994,84.7438,23.56902,65.43051,56.02502
6409,5756,512,411,1.296,55.90484,76.53283,55.58051,14.7173,65.55631,33.7643,22.61722,97.01661,84.74969,23.56998,65.43624,56.02909
6410,10548,1024,628,2.0103,55.90802,76.53631,55.5826,14.7171,65.5607,33.76574,22.62079,97.02995,84.76151,23.57428,65.46049,56.03283
6411,7152,512,492,1.5153,55.91295,76.54284,55.5876,14.71753,65.56816,33.76865,22.62242,97.03648,84.76687,23.5742,65.46209,56.03828
6412,4608,256,345,1.1285,55.91606,76.54489,55.58884,14.71821,65.57374,33.76928,22.62464,97.0427,84.77258,23.57564,65.47454,56.04034
6413,5436,256,426,1.2859,55.91929,76.54826,55.5913,14.71869,65.58161,33.77053,22.62672,97.05207,84.7824,23.57729,65.49327,56.04427
6414,28028,2048,1481,4.6076,55.92133,76.55156,55.59187,14.71669,65.57885,33.77229,22.63547,97.09182,84.81965,23.58527,65.53577,56.06684
6415,16000,1024,941,2.9099,55.92579,76.55818,55.597,14.7182,65.58835,33.77491,22.64093,97.11882,84.84388,23.58936,65.57707,56.07781
6416,14424,1024,833,2.678,55.9352,76.57283,55.6084,14.71785,65.61484,33.78083,22.64403,97.13058,84.85416,23.59086,65.59619,56.08205
6417,16404,1024,970,3.1052,55.94424,76.58797,55.6206,14.71953,65.64028,33.78749,22.64809,97.15038,84.87361,23.59508,65.62869,56.09196
6418,7352,512,516,1.6364,55.94769,76.59303,55.62409,14.71989,65.64225,33.78896,22.65093,97.16005,84.88234,23.59833,65.63645,56.09724
6419,13840,1024,831,2.6327,55.95143,76.59945,55.62908,14.72028,65.6543,33.79046,22.65526,97.17879,84.89989,23.60216,65.66792,56.10575
6420,3140,256,261,0.8582,55.94995,76.59853,55.62842,14.72001,65.65187,33.79031,22.6565,97.18272,84.90345,23.60335,65.6759,56.10701
6421,7064,512,479,1.5015,55.95568,76.60431,55.63288,14.71922,65.66278,33.79261,22.65834,97.18963,84.90979,23.6038,65.68835,56.10918
6422,14392,1024,834,2.7188,55.96595,76.61902,55.64427,14.72112,65.67241,33.80005,22.66209,97.20395,84.92223,23.60719,65.70774,56.11403
6423,7092,512,485,1.5112,55.96789,76.62285,55.64683,14.72272,65.66918,33.80166,22.66508,97.21331,84.93007,23.6088,65.71322,56.11965
6424,9576,512,660,2.1082,55.97409,76.63624,55.65762,14.72455,65.6757,33.80809,22.66785,97.22349,84.93967,23.6117,65.7226,56.12532
6425,12512,1024,756,2.4179,55.97932,76.64698,55.66605,14.72691,65.68657,33.81189,22.67158,97.23611,84.95086,23.61477,65.73953,56.1316
6426,15000,1024,901,2.8647,55.98562,76.65626,55.67311,14.72888,65.69855,33.81593,22.67767,97.26129,84.97374,23.62054,65.77731,56.14152
6427,7452,512,515,1.592,55.98682,76.65853,55.67418,14.72996,65.69717,33.817,22.68177,97.27567,84.98764,23.62391,65.79659,56.14862
6428,16484,1024,985,3.1158,55.99051,76.66229,55.6762,14.7292,65.7035,33.81886,22.68915,97.30528,85.01511,23.63052,65.84363,56.16038
6429,18068,1024,1072,3.3683,55.98947,76.66074,55.67366,14.72742,65.69854,33.81844,22.6966,97.33883,85.04821,23.63734,65.89683,56.17452
6430,16680,1024,992,3.1384,55.99386,76.66468,55.67494,14.72794,65.69813,33.81936,22.7028,97.36156,85.07109,23.64217,65.93304,56.18439
6431,6868,512,466,1.4535,55.99386,76.66481,55.67452,14.727,65.69314,33.81878,22.70551,97.37199,85.08087,23.64422,65.9456,56.19079
6432,12260,1024,735,2.3612,56.00122,76.67709,55.68441,14.72793,65.71438,33.82391,22.7069,97.3792,85.08725,23.64481,65.9569,56.19313
6433,3532,256,301,0.9722,56.00351,76.67955,55.68631,14.72849,65.72016,33.82509,22.70764,97.38243,85.0904,23.6454,65.96336,56.19422
6434,2420,128,229,0.7156,56.00557,76.68088,55.68735,14.72821,65.72399,33.82549,22.70846,97.38513,85.09316,23.64561,65.96953,56.19533
6435,7368,512,510,1.6135,56.01082,76.68942,55.69351,14.72975,65.72871,33.82959,22.71029,97.39175,85.09893,23.64665,65.97573,56.19821
6436,11708,1024,696,2.2816,56.01483,76.6963,55.69878,14.73032,65.7369,33.83297,22.71436,97.40435,85.11054,23.65013,65.99761,56.203
6437,2056,128,192,0.6228,56.0143,76.69454,55.6971,14.72932,65.73249,33.83249,22.71627,97.40948,85.1154,23.65166,66.00885,56.20468
6438,15684,1024,935,3.0139,56.01968,76.698,55.69731,14.72937,65.73814,33.83298,22.72314,97.43476,85.13866,23.65727,66.03391,56.21843
6439,12164,1024,720,2.1596,56.01938,76.69483,55.69385,14.72946,65.73214,33.83096,22.7284,97.45795,85.15983,23.66217,66.06763,56.22778
6440,4628,256,353,1.15,56.02409,76.69987,55.69787,14.72958,65.7431,33.83291,22.72933,97.46079,85.16259,23.66307,66.07281,56.22901
